,x,y,Classification,Concept Drift
69,0.7021642920041132,0.508587984726815,Initially Positive,After Concept Drift Negative
70,0.16797507343295692,0.027731323148490028,Initially Positive,After Concept Drift Negative
71,0.17924647312516861,0.4592716397289036,Initially Positive,After Concept Drift Negative
72,0.8499050285500909,0.7929771641488886,Initially Negative,After Concept Drift Positive
73,0.3651122468419854,0.2012525085931972,Initially Positive,After Concept Drift Negative
74,0.38103513941087674,0.9973977178585922,Initially Negative,After Concept Drift Positive
75,0.04120749026614079,0.39277214396714566,Initially Negative,After Concept Drift Positive
76,0.6341630769147428,0.11823192148908168,Initially Positive,After Concept Drift Negative
77,0.8041783424451304,0.8472729249159708,Initially Negative,After Concept Drift Positive
78,0.8973128976410044,0.09923302529097688,Initially Positive,After Concept Drift Negative
79,0.19476348252875664,0.40371981250870614,Initially Positive,After Concept Drift Negative
80,0.8573423604038247,0.5546250212461351,Initially Negative,After Concept Drift Positive
81,0.17672956273072515,0.8394915061757251,Initially Negative,After Concept Drift Positive
82,0.37352109865034655,0.3111760541398275,Initially Positive,After Concept Drift Negative
83,0.38227876105705216,0.7775523807625824,Initially Positive,After Concept Drift Negative
84,0.570645022015523,0.3291022442708196,Initially Positive,After Concept Drift Negative
85,0.5111367165411828,0.6349203654396093,Initially Positive,After Concept Drift Negative
86,0.5290773087427948,0.3036481740096981,Initially Positive,After Concept Drift Negative
87,0.5232026990109716,0.042682357362939904,Initially Positive,After Concept Drift Negative
88,0.9318775575930066,0.661350097229888,Initially Negative,After Concept Drift Positive
89,0.2465759340069429,0.9547436817060525,Initially Negative,After Concept Drift Positive
90,0.20830305100300806,0.31368683267323194,Initially Positive,After Concept Drift Negative
91,0.8160303900904469,0.6986653828790939,Initially Negative,After Concept Drift Positive
92,0.3038669947153547,0.2276412797161006,Initially Positive,After Concept Drift Negative
93,0.6753923909128707,0.9569683808793744,Initially Negative,After Concept Drift Positive
94,0.9236580482441975,0.7103644964756786,Initially Negative,After Concept Drift Positive
95,0.06996941969626091,0.31763816473599327,Initially Negative,After Concept Drift Positive
96,0.7817694426024975,0.9654043709424115,Initially Negative,After Concept Drift Positive
97,0.03510298901951303,0.7690759011239483,Initially Negative,After Concept Drift Positive
98,0.5090796626394611,0.357801769933749,Initially Positive,After Concept Drift Negative
99,0.4387916734246067,0.27887019745935615,Initially Positive,After Concept Drift Negative
100,0.6905217829138505,0.8232014274748783,Initially Positive,After Concept Drift Negative
101,0.779246629250854,0.9776897774779574,Initially Negative,After Concept Drift Positive
102,0.047229130005625786,0.9444356414232055,Initially Negative,After Concept Drift Positive
103,0.0745612011704414,0.7607166149822563,Initially Negative,After Concept Drift Positive
104,0.6048445389025288,0.5291713978632097,Initially Positive,After Concept Drift Negative
105,0.7123500026732243,0.4231886721583229,Initially Positive,After Concept Drift Negative
106,0.15077454817162717,0.01684520046139415,Initially Positive,After Concept Drift Negative
107,0.6147635745007861,0.23390081795968454,Initially Positive,After Concept Drift Negative
108,0.1508509880160348,0.6489002217686815,Initially Negative,After Concept Drift Positive
109,0.4617322192499923,0.15628468864245593,Initially Positive,After Concept Drift Negative
110,0.9802632788472591,0.1570748129573507,Initially Negative,After Concept Drift Positive
111,0.8435191578068069,0.08610896503128285,Initially Positive,After Concept Drift Negative
112,0.6919147835529168,0.2784925732907527,Initially Positive,After Concept Drift Negative
113,0.46279892782768084,0.5148246200530342,Initially Positive,After Concept Drift Negative
114,0.9167736205660134,0.57711684801474,Initially Negative,After Concept Drift Positive
115,0.7325674873082761,0.0399573077813411,Initially Positive,After Concept Drift Negative
116,0.002100500892840307,0.295262961937087,Initially Negative,After Concept Drift Positive
117,0.6729292499766939,0.7956031482737159,Initially Positive,After Concept Drift Negative
118,0.578746040618,0.4668507448116239,Initially Positive,After Concept Drift Negative
119,0.4790055255964919,0.001359725404241785,Initially Positive,After Concept Drift Negative
120,0.436119137508724,0.09202384453424439,Initially Positive,After Concept Drift Negative
121,0.3633094554071753,0.18510103385411425,Initially Positive,After Concept Drift Negative
122,0.284143272181518,0.16789711048703404,Initially Positive,After Concept Drift Negative
123,0.7720255005303132,0.2704491445646392,Initially Positive,After Concept Drift Negative
124,0.7158187356220659,0.5097098418410279,Initially Positive,After Concept Drift Negative
125,0.16283091474667466,0.18422954561791738,Initially Positive,After Concept Drift Negative
126,0.7607077729941736,0.585570577554304,Initially Positive,After Concept Drift Negative
127,0.785828168637876,0.8304458143514983,Initially Negative,After Concept Drift Positive
128,0.7386065968688063,0.8638467161021347,Initially Negative,After Concept Drift Positive
129,0.22880153646288492,0.4350096058230285,Initially Positive,After Concept Drift Negative
130,0.3302114813466831,0.005297232495008686,Initially Positive,After Concept Drift Negative
131,0.27613222085524347,0.3682156535618374,Initially Positive,After Concept Drift Negative
132,0.8975984079750092,0.6725881641266727,Initially Negative,After Concept Drift Positive
133,0.9251225926221389,0.12545792101736342,Initially Positive,After Concept Drift Negative
134,0.6185755652290547,0.1633906851853415,Initially Positive,After Concept Drift Negative
135,0.139303583663965,0.08899747110370937,Initially Positive,After Concept Drift Negative
136,0.1375290754165801,0.11321906758064382,Initially Positive,After Concept Drift Negative
137,0.3658679913753601,0.2875417112859574,Initially Positive,After Concept Drift Negative
138,0.11546953773860269,0.9496829792956153,Initially Negative,After Concept Drift Positive
139,0.5118326790353088,0.1469322782907052,Initially Positive,After Concept Drift Negative
140,0.2593561614943568,0.3464043264550354,Initially Positive,After Concept Drift Negative
141,0.1104778922193611,0.5377418335455858,Initially Negative,After Concept Drift Positive
142,0.1881140530715265,0.04463946469991342,Initially Positive,After Concept Drift Negative
143,0.3239591662101018,0.3874115991596584,Initially Positive,After Concept Drift Negative
144,0.6655391432760631,0.5458262397876739,Initially Positive,After Concept Drift Negative
145,0.31195917200078416,0.07331389239013753,Initially Positive,After Concept Drift Negative
146,0.5239487546148249,0.09750337035722223,Initially Positive,After Concept Drift Negative
147,0.3337684173003055,0.9183928827574376,Initially Negative,After Concept Drift Positive
148,0.08833486468591223,0.6227388617554044,Initially Negative,After Concept Drift Positive
149,0.08828575481211265,0.37518870858556297,Initially Negative,After Concept Drift Positive
150,0.25229287508524323,0.9503977359603166,Initially Negative,After Concept Drift Positive
151,0.21825894513212662,0.37147660214002476,Initially Positive,After Concept Drift Negative
152,0.06268918940131918,0.9995629589350692,Initially Negative,After Concept Drift Positive
153,0.7777770704364103,0.8493838125778358,Initially Negative,After Concept Drift Positive
154,0.4961321314455126,0.4393666897805507,Initially Positive,After Concept Drift Negative
155,0.27425062088316965,0.18419823296735227,Initially Positive,After Concept Drift Negative
156,0.8098333048674894,0.6432086184323559,Initially Negative,After Concept Drift Positive
157,0.3376761198544125,0.47378197446625847,Initially Positive,After Concept Drift Negative
158,0.19561039162894633,0.42581582021641606,Initially Positive,After Concept Drift Negative
159,0.3419699532877356,0.0842872610427835,Initially Positive,After Concept Drift Negative
160,0.6727698454726747,0.5731879520182149,Initially Positive,After Concept Drift Negative
161,0.2831144435519859,0.30640984757276113,Initially Positive,After Concept Drift Negative
162,0.2656556602845208,0.7897658550651446,Initially Negative,After Concept Drift Positive
163,0.881141173495491,0.34845672231551517,Initially Positive,After Concept Drift Negative
164,0.5391299292549835,0.799417128261055,Initially Positive,After Concept Drift Negative
165,0.7437651349932992,0.3959961246381525,Initially Positive,After Concept Drift Negative
166,0.8978085074853359,0.1029014056525418,Initially Positive,After Concept Drift Negative
167,0.27396109208909103,0.7410715945864909,Initially Positive,After Concept Drift Negative
168,0.5334355201833139,0.5339148207943973,Initially Positive,After Concept Drift Negative
169,0.1331934419386872,0.36255227166242954,Initially Positive,After Concept Drift Negative
170,0.9618551907744723,0.07985222775644507,Initially Positive,After Concept Drift Negative
171,0.8124559275737842,0.6080125189396838,Initially Negative,After Concept Drift Positive
172,0.651408998286002,0.9784764376020972,Initially Negative,After Concept Drift Positive
173,0.2022574505771092,0.5581163392447722,Initially Positive,After Concept Drift Negative
174,0.9708228029082584,0.1403289614967378,Initially Negative,After Concept Drift Positive
175,0.03553603828633134,0.3982346361597323,Initially Negative,After Concept Drift Positive
176,0.42323422628588137,0.16361842008893412,Initially Positive,After Concept Drift Negative
177,0.9444142426814162,0.45724800484164607,Initially Negative,After Concept Drift Positive
178,0.3192097458549269,0.3513563107423344,Initially Positive,After Concept Drift Negative
179,0.7769142970787677,0.6941386068266105,Initially Negative,After Concept Drift Positive
180,0.9750916000098694,0.8994218153986022,Initially Negative,After Concept Drift Positive
181,0.7019345905358452,0.28220647267536336,Initially Positive,After Concept Drift Negative
182,0.3025290730659017,0.18471919252041347,Initially Positive,After Concept Drift Negative
183,0.9686639047004758,0.9024410394577862,Initially Negative,After Concept Drift Positive
184,0.3957131929786455,0.37700622316460375,Initially Positive,After Concept Drift Negative
185,0.9513090633355276,0.7348498833128218,Initially Negative,After Concept Drift Positive
186,0.1294060376887719,0.8847556964106996,Initially Negative,After Concept Drift Positive
187,0.9370641705527203,0.9826558160388157,Initially Negative,After Concept Drift Positive
188,0.7571080307681086,0.22063047849573736,Initially Positive,After Concept Drift Negative
189,0.04611928160405354,0.10229476023686579,Initially Positive,After Concept Drift Negative
190,0.6628721448433833,0.5167220523993795,Initially Positive,After Concept Drift Negative
191,0.22657122914667616,0.677361114828507,Initially Negative,After Concept Drift Positive
192,0.5194506355698844,0.20981991678217338,Initially Positive,After Concept Drift Negative
193,0.510675296501964,0.7395314877642037,Initially Positive,After Concept Drift Negative
194,0.10754192763516712,0.5883900315154341,Initially Negative,After Concept Drift Positive
195,0.8150634251790736,0.38358576058986393,Initially Positive,After Concept Drift Negative
196,0.9624530170823145,0.41427818446038067,Initially Negative,After Concept Drift Positive
197,0.5888823929995796,0.5840530475699438,Initially Positive,After Concept Drift Negative
198,0.40425205066472514,0.30158048857434516,Initially Positive,After Concept Drift Negative
199,0.6558769923812608,0.32575713156861585,Initially Positive,After Concept Drift Negative
200,0.39574151649323897,0.46493391297136044,Initially Positive,After Concept Drift Negative
201,0.5952190691541637,0.8562082958518316,Initially Positive,After Concept Drift Negative
202,0.4326731561058632,0.6286217557977148,Initially Positive,After Concept Drift Negative
203,0.15286971031914565,0.9162330838788788,Initially Negative,After Concept Drift Positive
204,0.8544956642474094,0.10326894731794878,Initially Positive,After Concept Drift Negative
205,0.3593340703796415,0.05063785514543706,Initially Positive,After Concept Drift Negative
206,0.10231052972199373,0.11512586680514503,Initially Positive,After Concept Drift Negative
207,0.037249817803254426,0.9045487328027205,Initially Negative,After Concept Drift Positive
208,0.45593234608796673,0.07479721539750461,Initially Positive,After Concept Drift Negative
209,0.12814839176373083,0.528952493991772,Initially Negative,After Concept Drift Positive
210,0.7037350320896826,0.36144194121609896,Initially Positive,After Concept Drift Negative
211,0.06339631150714065,0.37604544863929856,Initially Negative,After Concept Drift Positive
212,0.003030924966509696,0.6443499125596353,Initially Negative,After Concept Drift Positive
213,0.08914943212552306,0.16560830799313409,Initially Positive,After Concept Drift Negative
214,0.8058622799538673,0.9379671289726377,Initially Negative,After Concept Drift Positive
215,0.7011904444312774,0.5396825150350435,Initially Positive,After Concept Drift Negative
216,0.8600502014300897,0.5691950214741933,Initially Negative,After Concept Drift Positive
217,0.8016468415350945,0.5311724949081255,Initially Positive,After Concept Drift Negative
218,0.22864052835331483,0.9028076025103691,Initially Negative,After Concept Drift Positive
219,0.5086943502391282,0.3245359991500826,Initially Positive,After Concept Drift Negative
220,0.5405698078481478,0.6705456202059566,Initially Positive,After Concept Drift Negative
221,0.2937066146357874,0.6160184508620262,Initially Positive,After Concept Drift Negative
222,0.3692151463743135,0.7663120194192289,Initially Positive,After Concept Drift Negative
223,0.2702639872994994,0.913770198767092,Initially Negative,After Concept Drift Positive
224,0.09331338995400074,0.9580507015188713,Initially Negative,After Concept Drift Positive
225,0.7531320432767207,0.9782510448297291,Initially Negative,After Concept Drift Positive
226,0.7305306979115495,0.4489827330471602,Initially Positive,After Concept Drift Negative
227,0.003625425493034462,0.13921850138902947,Initially Negative,After Concept Drift Positive
228,0.2396294240336183,0.4048408844704722,Initially Positive,After Concept Drift Negative
229,0.2697173393632496,0.7083862339274226,Initially Positive,After Concept Drift Negative
230,0.7916557444698262,0.8547017326193256,Initially Negative,After Concept Drift Positive
231,0.5074342880403877,0.6341524910959087,Initially Positive,After Concept Drift Negative
232,0.4656865577567181,0.08537215008964416,Initially Positive,After Concept Drift Negative
233,0.2628851483357575,0.5137352912342291,Initially Positive,After Concept Drift Negative
234,0.60315164156873,0.34081267379934,Initially Positive,After Concept Drift Negative
235,0.8760745977668422,0.19608612619536914,Initially Positive,After Concept Drift Negative
236,0.9932928263509083,0.49851660027377975,Initially Negative,After Concept Drift Positive
237,0.026905988350189647,0.13433363823167488,Initially Negative,After Concept Drift Positive
238,0.524649445545466,0.10967598737726458,Initially Positive,After Concept Drift Negative
239,0.0435690573567461,0.9262266766891017,Initially Negative,After Concept Drift Positive
240,0.8436637069019206,0.5341950994870787,Initially Negative,After Concept Drift Positive
241,0.6383106093992049,0.3236497163441172,Initially Positive,After Concept Drift Negative
242,0.395954046904182,0.9232335154388878,Initially Positive,After Concept Drift Negative
243,0.30695376068349645,0.46394471698954554,Initially Positive,After Concept Drift Negative
244,0.06134432300631054,0.8254300496467804,Initially Negative,After Concept Drift Positive
245,0.8965455494026727,0.5651277296836767,Initially Negative,After Concept Drift Positive
246,0.9106839255826196,0.34393857225589897,Initially Negative,After Concept Drift Positive
247,0.9509448104031459,0.02761315163130329,Initially Positive,After Concept Drift Negative
248,0.9197092755656782,0.1065350680604068,Initially Positive,After Concept Drift Negative
249,0.03180339498236395,0.9174831476402489,Initially Negative,After Concept Drift Positive
250,0.8761434995768898,0.532328479954626,Initially Negative,After Concept Drift Positive
251,0.04220004399144828,0.01045557297641464,Initially Positive,After Concept Drift Negative
252,0.9806292250218124,0.7220871520163384,Initially Negative,After Concept Drift Positive
253,0.7588485609998409,0.7631889347024637,Initially Negative,After Concept Drift Positive
254,0.8946427884940492,0.10872416835723009,Initially Positive,After Concept Drift Negative
255,0.751642827216142,0.6492789059531104,Initially Positive,After Concept Drift Negative
256,0.9061552317532247,0.25226774825562726,Initially Positive,After Concept Drift Negative
257,0.7408657015286068,0.22609120550596562,Initially Positive,After Concept Drift Negative
258,0.9050769491462896,0.9682783235054264,Initially Negative,After Concept Drift Positive
259,0.02784998733220334,0.8743386294899587,Initially Negative,After Concept Drift Positive
260,0.680111829304676,0.3657159538590695,Initially Positive,After Concept Drift Negative
261,0.8463351990627814,0.15818249806625473,Initially Positive,After Concept Drift Negative
262,0.8874834768942007,0.4805548474537411,Initially Negative,After Concept Drift Positive
263,0.04180538641387077,0.12775257803493412,Initially Positive,After Concept Drift Negative
264,0.4782711941015647,0.27276081552345666,Initially Positive,After Concept Drift Negative
265,0.5828304606223498,0.31197593257886913,Initially Positive,After Concept Drift Negative
266,0.22233237386421167,0.9602853610626615,Initially Negative,After Concept Drift Positive
267,0.4316722652299496,0.8848715372739115,Initially Positive,After Concept Drift Negative
268,0.8370181357941029,0.10502175755477361,Initially Positive,After Concept Drift Negative
269,0.9788176306444385,0.5295952519887688,Initially Negative,After Concept Drift Positive
270,0.6687691997324811,0.8036888901981756,Initially Positive,After Concept Drift Negative
271,0.918201421132698,0.6095938286795293,Initially Negative,After Concept Drift Positive
272,0.1455453626890275,0.8473142116955599,Initially Negative,After Concept Drift Positive
273,0.4514123775335215,0.023456945191673184,Initially Positive,After Concept Drift Negative
274,0.08764892380455869,0.7812886953300998,Initially Negative,After Concept Drift Positive
275,0.18289419417475994,0.42619187571017314,Initially Positive,After Concept Drift Negative
276,0.5380256954392815,0.14734314044320507,Initially Positive,After Concept Drift Negative
277,0.6783932304622841,0.3494941866359148,Initially Positive,After Concept Drift Negative
278,0.27146251186434067,0.6555000042236234,Initially Positive,After Concept Drift Negative
279,0.6404080883047568,0.853103538694026,Initially Positive,After Concept Drift Negative
280,0.8798250034439924,0.1510337863343445,Initially Positive,After Concept Drift Negative
281,0.7535416374458571,0.7964662710177906,Initially Negative,After Concept Drift Positive
282,0.5703652735244995,0.5857649260778365,Initially Positive,After Concept Drift Negative
283,0.7062395556542507,0.028665401262951362,Initially Positive,After Concept Drift Negative
284,0.3309677267908161,0.9611901391927472,Initially Negative,After Concept Drift Positive
285,0.6163575829009478,0.894686313915483,Initially Positive,After Concept Drift Negative
286,0.692341206504478,0.6091805652453435,Initially Positive,After Concept Drift Negative
287,0.04533114322328202,0.046545586724668575,Initially Positive,After Concept Drift Negative
288,0.03663894959680214,0.06652672165918705,Initially Positive,After Concept Drift Negative
289,0.3443890058945188,0.8120608058174867,Initially Positive,After Concept Drift Negative
290,0.8103656962079075,0.3982242350762373,Initially Positive,After Concept Drift Negative
291,0.4253738324882488,0.8519462042359599,Initially Positive,After Concept Drift Negative
292,0.862093006641847,0.42149196667619326,Initially Negative,After Concept Drift Positive
293,0.29320362584870374,0.5920993728955487,Initially Positive,After Concept Drift Negative
294,0.30461470896878007,0.030751697520649435,Initially Positive,After Concept Drift Negative
295,0.8825519257089836,0.5524477356567133,Initially Negative,After Concept Drift Positive
296,0.3791235132960482,0.17928296660964105,Initially Positive,After Concept Drift Negative
297,0.5071836857242087,0.4055461058494566,Initially Positive,After Concept Drift Negative
298,0.7956068721554997,0.7262345178269557,Initially Negative,After Concept Drift Positive
299,0.3360210785590967,0.9825361845037026,Initially Negative,After Concept Drift Positive
300,0.0049676848041296795,0.6586826310828382,Initially Negative,After Concept Drift Positive
301,0.5852012705978576,0.2418824959273379,Initially Positive,After Concept Drift Negative
302,0.34964726983312655,0.015897782233854407,Initially Positive,After Concept Drift Negative
303,0.4538988277374828,0.8245797680986896,Initially Positive,After Concept Drift Negative
304,0.29253149920793964,0.7264643558724234,Initially Positive,After Concept Drift Negative
305,0.6555555535452797,0.5540889035544018,Initially Positive,After Concept Drift Negative
306,0.49167565114064393,0.5742301096739707,Initially Positive,After Concept Drift Negative
307,0.8167978981586694,0.5735796041488136,Initially Negative,After Concept Drift Positive
308,0.36354242914209145,0.31065049370693143,Initially Positive,After Concept Drift Negative
309,0.2429424780007743,0.8188495105372081,Initially Negative,After Concept Drift Positive
310,0.5314549286428287,0.5617131927689977,Initially Positive,After Concept Drift Negative
311,0.767841999482552,0.9202538499718456,Initially Negative,After Concept Drift Positive
312,0.935431903629896,0.5035242416902195,Initially Negative,After Concept Drift Positive
313,0.26247512993075295,0.0401716731935422,Initially Positive,After Concept Drift Negative
314,0.06851284368172861,0.40401188130249444,Initially Negative,After Concept Drift Positive
315,0.3835954243891473,0.22985242582127186,Initially Positive,After Concept Drift Negative
316,0.7439127195221054,0.8741170056386695,Initially Negative,After Concept Drift Positive
317,0.6033406896209059,0.49784699534745835,Initially Positive,After Concept Drift Negative
318,0.7660054540983249,0.5245634812525037,Initially Positive,After Concept Drift Negative
319,0.5144218155750783,0.5911096224357315,Initially Positive,After Concept Drift Negative
320,0.33329854792449276,0.7892484367975245,Initially Positive,After Concept Drift Negative
321,0.6217212985122265,0.9347944263088331,Initially Negative,After Concept Drift Positive
322,0.7502762622590075,0.017606631511554727,Initially Positive,After Concept Drift Negative
323,0.6314311703797825,0.23165868104828802,Initially Positive,After Concept Drift Negative
324,0.02153771428633222,0.3478718801934704,Initially Negative,After Concept Drift Positive
325,0.3291749019059642,0.24529737075335867,Initially Positive,After Concept Drift Negative
326,0.45503567478884743,0.36064032643227917,Initially Positive,After Concept Drift Negative
327,0.33979277877985636,0.6959085555271712,Initially Positive,After Concept Drift Negative
328,0.15359864784749933,0.6025998250882187,Initially Negative,After Concept Drift Positive
329,0.6756287768404942,0.3124722210406915,Initially Positive,After Concept Drift Negative
330,0.015805383855658328,0.8858934708871214,Initially Negative,After Concept Drift Positive
331,0.4825399829968129,0.8155949902149211,Initially Positive,After Concept Drift Negative
332,0.030914548326151814,0.304027453703023,Initially Negative,After Concept Drift Positive
333,0.30607242741592144,0.9168562490505672,Initially Negative,After Concept Drift Positive
334,0.9617913427430909,0.08207737131087312,Initially Positive,After Concept Drift Negative
335,0.934241558650455,0.3019136001164412,Initially Negative,After Concept Drift Positive
336,0.4206731444685674,0.4164102435420458,Initially Positive,After Concept Drift Negative
337,0.12159806492552605,0.12381432816387306,Initially Positive,After Concept Drift Negative
338,0.949021207903565,0.3637437164347054,Initially Negative,After Concept Drift Positive
339,0.9463700507760268,0.7148779002052023,Initially Negative,After Concept Drift Positive
340,0.3677795940479821,0.382625104715827,Initially Positive,After Concept Drift Negative
341,0.05313955189247932,0.8100949579704066,Initially Negative,After Concept Drift Positive
342,0.12403999137177568,0.8296348876020317,Initially Negative,After Concept Drift Positive
343,0.8973759296617655,0.11366266174995066,Initially Positive,After Concept Drift Negative
344,0.0826006013576196,0.8805031464894584,Initially Negative,After Concept Drift Positive
345,0.4252181271132134,0.6912721355004174,Initially Positive,After Concept Drift Negative
346,0.27970332756374894,0.8464476156313397,Initially Negative,After Concept Drift Positive
347,0.2253860796075613,0.5189193601460333,Initially Positive,After Concept Drift Negative
348,0.09116197368504053,0.9363922642842727,Initially Negative,After Concept Drift Positive
349,0.001041268406025253,0.7182389154007534,Initially Negative,After Concept Drift Positive
350,0.16766191769354954,0.4005805729640094,Initially Positive,After Concept Drift Negative
351,0.6051188943104496,0.04332927383769225,Initially Positive,After Concept Drift Negative
352,0.3293731006262075,0.29192468389857973,Initially Positive,After Concept Drift Negative
353,0.7031923175152225,0.8930034748697336,Initially Negative,After Concept Drift Positive
354,0.4547836491398508,0.062279383073362116,Initially Positive,After Concept Drift Negative
355,0.7172598366201107,0.6582610612456249,Initially Positive,After Concept Drift Negative
356,0.19199141985442447,0.7463072023756036,Initially Negative,After Concept Drift Positive
357,0.22678268134127544,0.7219659278311965,Initially Negative,After Concept Drift Positive
358,0.9441154001281035,0.3932853104697003,Initially Negative,After Concept Drift Positive
359,0.9115270250821804,0.2045483661268317,Initially Positive,After Concept Drift Negative
360,0.5725248852403532,0.8227968220000791,Initially Positive,After Concept Drift Negative
361,0.9789210070183947,0.9277185906185403,Initially Negative,After Concept Drift Positive
362,0.8659803414529417,0.3255654069009295,Initially Positive,After Concept Drift Negative
363,0.8762614678395729,0.020626969191932965,Initially Positive,After Concept Drift Negative
364,0.5271668652417938,0.052942856008603933,Initially Positive,After Concept Drift Negative
365,0.11654549760863497,0.2523183747878681,Initially Positive,After Concept Drift Negative
366,0.6279946670452818,0.7045014133614791,Initially Positive,After Concept Drift Negative
367,0.9636444396224736,0.4566802653249825,Initially Negative,After Concept Drift Positive
